COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);627F;Ouvriers de la composition et de l'impression, ouvriers qualifiés de la brochure, de la reliure et du façonnage du papier-carton;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);628A;Mécaniciens qualifiés de maintenance, entretien : équipements industriels;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);628B;Electromécaniciens, électriciens qualifiés d'entretien : équipements industriels;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);628C;Régleurs qualifiés d'équipements de fabrication (travail des métaux, mécanique);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);628D;Régleurs qualifiés d'équipements de fabrication (hors travail des métaux et mécanique);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);628E;Ouvriers qualifiés de l'assainissement et du traitement des déchets;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);628F;Agents qualifiés de laboratoire (sauf chimie, santé);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);628G;Ouvriers qualifiés divers de type industriel;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);631A;Jardiniers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632A;Maçons qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632B;Ouvriers qualifiés du travail de la pierre;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632C;Charpentiers en bois qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632D;Menuisiers qualifiés du bâtiment;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632E;Couvreurs qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632F;Plombiers et chauffagistes qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632G;Peintres et ouvriers qualifiés de pose de revêtements sur supports verticaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632H;Soliers moquetteurs et ouvriers qualifiés de pose de revêtements souples sur supports horizontaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632J;Monteurs qualifiés en agencement, isolation;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);632K;Ouvriers qualifiés d'entretien général des bâtiments;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);633A;Electriciens qualifiés de type artisanal (y.c. bâtiment);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);633B;Dépanneurs qualifiés en radiotélévision, électroménager, matériel électronique (salariés);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);633C;Electriciens, électroniciens qualifiés en maintenance entretien, réparation : automobile;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);633D;Electriciens, électroniciens qualifiés en maintenance, entretien : équipements non industriels;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);634A;Carrossiers d'automobiles qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);634B;Métalliers, serruriers qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);634C;Mécaniciens qualifiés en maintenance, entretien, réparation : automobile;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);634D;Mécaniciens qualifiés de maintenance, entretien : équipements non industriels;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);635A;Tailleurs et couturières qualifiés, ouvriers qualifiés du travail des étoffes (sauf fabrication de vêtements), ouvriers qualifiés de type artisanal du travail du cuir;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);636A;Bouchers (sauf industrie de la viande);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);636B;Charcutiers (sauf industrie de la viande);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);636C;Boulangers, pâtissiers (sauf activité industrielle);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);636D;Cuisiniers et commis de cuisine;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);637A;Modeleurs (sauf modeleurs de métal), mouleurs-noyauteurs à la main, ouvriers qualifiés du travail du verre ou de la céramique à la main;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);637B;Ouvriers d'art;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);637C;Ouvriers et techniciens des spectacles vivants et audiovisuels;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);637D;Ouvriers qualifiés divers de type artisanal;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);641A;Conducteurs routiers et grands routiers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);641B;Conducteurs de véhicule routier de transport en commun;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);642A;Conducteurs de taxi;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);642B;Conducteurs de voiture particulière;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);643A;Conducteurs livreurs, coursiers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);644A;Conducteurs de véhicule de ramassage des ordures ménagères;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);651A;Conducteurs d'engin lourd de levage;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);651B;Conducteurs d'engin lourd de manoeuvre;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);652A;Ouvriers qualifiés de la manutention, conducteurs de chariots élévateurs, caristes;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);652B;Dockers;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);653A;Magasiniers qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);654B;Conducteurs qualifiés d'engins de transport guidés (sauf remontées mécaniques);CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);654C;Conducteurs qualifiés de systèmes de remontées mécaniques;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);655A;Autres agents et ouvriers qualifiés (sédentaires) des services d'exploitation des transports;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);656B;Matelots de la marine marchande;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);656C;Capitaines et matelots timoniers de la navigation fluviale;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);671A;Ouvriers non qualifiés des travaux publics de l'Etat et des collectivités locales;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);671C;Ouvriers non qualifiés des travaux publics et du travail du béton;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);671D;Aides-mineurs, ouvriers non qualifiés de l'extraction;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);672A;Ouvriers non qualifiés de l'électricité et de l'électronique;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);673A;Ouvriers de production non qualifiés travaillant par enlèvement de métal;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);673B;Ouvriers de production non qualifiés travaillant par formage de métal;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);673C;Ouvriers non qualifiés de montage, contrôle en mécanique et travail des métaux;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);674A;Ouvriers de production non qualifiés : chimie, pharmacie, plasturgie;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);674B;Ouvriers de production non qualifiés de la transformation des viandes;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);674C;Autres ouvriers de production non qualifiés : industrie agroalimentaire;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);674D;Ouvriers de production non qualifiés : métallurgie, production verrière, céramique, matériaux de construction;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);674E;Ouvriers de production non qualifiés : industrie lourde du bois, fabrication des papiers et cartons;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);675A;Ouvriers de production non qualifiés du textile et de la confection, de la tannerie-mégisserie et du travail du cuir;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);675B;Ouvriers de production non qualifiés du travail du bois et de l'ameublement;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);675C;Ouvriers de production non qualifiés de l'imprimerie, presse, édition;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);676A;Manutentionnaires non qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);676B;Déménageurs (hors chauffeurs-déménageurs), non qualifiés;CHAR;4
PCS;Profession catégorie socio-professionnelle des emplois salariés (pcs-es : code sur 4 positions);676C;Ouvriers du tri, de l'emballage, de l'expédition, non qualifiés;CHAR;4
